index,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,SEASON,PTS_QTR1,PTS_QTR1_OPP,GAME_DATE,TOTAL_FQP,TEAM_LAST_10,TEAM_WORST_2,LAST_10_OPP,WORST_2_OPP,TEAM_FGA,FGA_OPP,TEAM_PACE,PACE_OPP,TEAM_LAST_10_AGAINST,TEAM_WORST_2_AGAINST,LAST_10_OPP_AGAINST,WORST_2_OPP_AGAINST,TEAM_EFG,EFG_OPP,TEAM_FG,FG_OPP,TEAM_3P_PCT,3P_PCT_OPP
3739,22300562,1610612751,BKN,1610612748,MIA,2023-24,22,16,2024-01-15,38,27.4,17.0,30.0,20.0,22.4,22.6,97.4,99.0,27.3,21.0,26.2,16.5,0.5284,0.5285,0.4735,0.4985,0.32070000000000004,0.38320000000000004
3748,22300560,1610612763,MEM,1610612744,GSW,2023-24,23,29,2024-01-15,52,26.7,22.5,31.6,26.5,23.4,22.1,103.4,102.6,29.3,22.5,30.5,22.5,0.5146,0.5043,0.4385,0.5532999999999999,0.3604,0.3326
3743,22300557,1610612753,ORL,1610612752,NYK,2023-24,24,24,2024-01-15,48,25.2,18.5,30.9,20.5,22.0,23.4,99.0,97.4,30.0,24.5,30.3,24.0,0.5043,0.5146,0.4349999999999999,0.5027999999999999,0.3326,0.3604
3751,22300558,1610612764,WAS,1610612765,DET,2023-24,22,29,2024-01-15,51,27.0,20.0,28.7,24.0,22.4,24.0,102.6,98.6,30.5,24.0,26.7,16.0,0.5466,0.5837999999999999,0.4666,0.481,0.3411,0.3137
3749,22300560,1610612744,GSW,1610612763,MEM,2023-24,29,23,2024-01-15,52,27.4,23.0,28.7,22.0,23.3,23.3,99.6,100.6,31.2,21.0,28.7,22.5,0.5135,0.5430999999999999,0.4413,0.5576,0.3137,0.3411
3745,22300555,1610612745,HOU,1610612755,PHI,2023-24,19,33,2024-01-15,52,27.1,23.5,29.0,23.5,22.6,22.4,101.4,105.2,28.4,20.0,29.4,25.0,0.5285,0.5284,0.4606,0.4514999999999999,0.3356,0.3861
3738,22300562,1610612748,MIA,1610612751,BKN,2023-24,16,22,2024-01-15,38,29.0,23.5,27.1,23.5,22.9,23.7,99.8,103.6,24.2,17.0,29.1,25.5,0.5361,0.5917000000000001,0.465,0.4839,0.3861,0.3356
3736,22300561,1610612741,CHI,1610612739,CLE,2023-24,21,40,2024-01-15,61,26.2,19.5,30.4,25.0,23.4,22.0,99.6,98.8,26.7,17.0,28.0,19.5,0.5368,0.4871,0.4662,0.4790999999999999,0.3592000000000001,0.36260000000000003
3737,22300561,1610612739,CLE,1610612741,CHI,2023-24,40,21,2024-01-15,61,31.6,26.5,26.7,22.5,25.0,23.6,98.6,102.6,30.9,21.0,26.7,19.0,0.5748,0.5418000000000001,0.4914,0.4701000000000001,0.36260000000000003,0.3592000000000001
3731,22300564,1610612754,IND,1610612762,UTA,2023-24,26,33,2024-01-15,59,30.0,20.0,27.4,17.0,22.8,23.0,103.4,105.0,28.7,22.5,31.2,21.0,0.6331,0.5004,0.5532999999999999,0.4385,0.4507,0.3208000000000001
3732,22300559,1610612737,ATL,1610612759,SAS,2023-24,35,16,2024-01-15,51,29.3,20.5,31.4,21.0,23.6,23.1,105.0,103.4,29.6,24.0,26.9,22.5,0.5004,0.6331,0.4362,0.4312,0.3208000000000001,0.4507
3744,22300555,1610612755,PHI,1610612745,HOU,2023-24,33,19,2024-01-15,52,28.0,19.5,29.3,19.5,23.5,23.3,103.6,99.8,28.0,19.5,26.7,17.0,0.4871,0.5368,0.4312,0.4362,0.2909,0.3991
3733,22300559,1610612759,SAS,1610612737,ATL,2023-24,16,35,2024-01-15,51,28.9,22.5,31.8,22.0,23.7,22.9,105.2,101.4,26.2,16.5,27.3,21.0,0.5416000000000001,0.5808000000000001,0.4701000000000001,0.4914,0.3991,0.2909
3740,22300565,1610612747,LAL,1610612760,OKC,2023-24,27,26,2024-01-15,53,28.2,18.5,30.5,22.0,23.3,23.3,104.0,103.2,30.3,24.0,30.0,24.5,0.5418000000000001,0.5748,0.4839,0.465,0.3544,0.37340000000000007
3741,22300565,1610612760,OKC,1610612747,LAL,2023-24,26,27,2024-01-15,53,30.5,22.0,28.2,18.5,22.7,24.2,98.8,99.6,30.5,22.5,29.3,22.5,0.5917000000000001,0.5361,0.5304,0.502,0.37340000000000007,0.3544
3742,22300557,1610612752,NYK,1610612753,ORL,2023-24,24,24,2024-01-15,48,28.7,24.0,27.0,20.0,24.0,22.4,100.6,99.6,29.4,20.5,29.5,23.5,0.5430999999999999,0.5135,0.4514999999999999,0.4606,0.39380000000000004,0.4488
3735,22300563,1610612761,TOR,1610612738,BOS,2023-24,25,29,2024-01-15,54,28.7,22.0,27.4,23.0,23.0,22.8,99.4,99.8,29.4,25.0,28.4,20.0,0.5837999999999999,0.5466,0.502,0.5304,0.4488,0.39380000000000004
3747,22300556,1610612742,DAL,1610612740,NOP,2023-24,33,17,2024-01-15,50,31.4,21.0,29.3,20.5,23.1,23.6,97.4,102.6,29.1,25.5,24.2,17.0,0.5767,0.5849,0.4985,0.4735,0.3688,0.3675
3750,22300558,1610612765,DET,1610612764,WAS,2023-24,29,22,2024-01-15,51,29.3,19.5,28.0,19.5,24.2,22.7,102.6,97.4,26.9,22.5,29.6,24.0,0.5403,0.6476,0.481,0.4666,0.3675,0.3688
3728,22300568,1610612760,OKC,1610612746,LAC,2023-24,30,35,2024-01-16,65,29.3,22.0,27.1,21.0,22.4,23.5,98.8,98.0,30.7,22.5,31.6,26.0,0.5638,0.59,0.5049,0.4831999999999999,0.33170000000000005,0.29090000000000005
3725,22300566,1610612755,PHI,1610612743,DEN,2023-24,36,38,2024-01-16,74,28.5,19.5,30.6,20.0,23.4,22.7,103.0,97.0,26.2,18.5,28.2,21.5,0.4821,0.5605,0.4262,0.5233000000000001,0.29090000000000005,0.33170000000000005
3724,22300566,1610612743,DEN,1610612755,PHI,2023-24,38,36,2024-01-16,74,30.4,24.0,28.2,21.0,23.5,22.4,98.0,98.8,28.2,21.5,26.2,18.5,0.6007,0.5574999999999999,0.5233000000000001,0.4262,0.4347,0.3752
3729,22300568,1610612746,LAC,1610612760,OKC,2023-24,35,30,2024-01-16,65,27.1,21.0,29.3,22.0,21.8,23.3,97.0,103.0,26.7,19.5,28.9,24.0,0.5605,0.4821,0.4838,0.507,0.3752,0.4347
3727,22300567,1610612756,PHX,1610612758,SAC,2023-24,27,39,2024-01-16,66,30.6,20.0,28.5,19.5,22.7,23.4,100.2,101.2,28.9,24.0,26.7,19.5,0.59,0.5638,0.507,0.4838,0.4029,0.3362
3726,22300567,1610612758,SAC,1610612756,PHX,2023-24,39,27,2024-01-16,66,28.2,21.0,30.4,24.0,23.3,21.8,101.2,100.2,31.6,26.0,30.7,22.5,0.5574999999999999,0.6007,0.4831999999999999,0.5049,0.3362,0.4029
3710,22300569,1610612750,MIN,1610612765,DET,2023-24,39,40,2024-01-17,79,30.8,25.5,27.3,19.0,21.3,22.6,95.8,98.4,24.3,15.5,27.0,16.5,0.6508,0.6277,0.5561,0.4148,0.4692,0.3361
3722,22300574,1610612748,MIA,1610612761,TOR,2023-24,18,41,2024-01-17,59,28.0,19.0,28.1,22.0,22.9,22.9,98.2,100.2,24.2,17.0,26.2,16.0,0.5235,0.6059,0.4571,0.4921,0.3361,0.4692
3712,22300570,1610612737,ATL,1610612753,ORL,2023-24,26,26,2024-01-17,52,29.6,20.5,24.3,14.5,23.6,22.5,105.4,96.6,28.7,19.5,28.1,21.0,0.4928,0.5382,0.4291,0.497,0.3308,0.3544
3708,22300577,1610612747,LAL,1610612742,DAL,2023-24,32,26,2024-01-17,58,28.6,18.5,25.1,18.5,22.9,22.9,103.6,98.4,29.7,24.0,28.0,20.5,0.5482,0.5285,0.4904,0.4443999999999999,0.3544,0.3308
3711,22300569,1610612765,DET,1610612750,MIN,2023-24,40,39,2024-01-17,79,29.1,19.5,26.6,21.0,24.3,23.5,102.0,96.8,26.6,22.0,30.3,18.5,0.5513,0.4825,0.4848,0.5402,0.39139999999999997,0.3988
3714,22300573,1610612752,NYK,1610612745,HOU,2023-24,23,25,2024-01-17,48,28.6,23.5,31.6,21.0,23.8,22.2,98.4,95.8,28.0,20.5,29.7,24.0,0.5382,0.4928,0.4443999999999999,0.4904,0.3988,0.39139999999999997
3706,22300575,1610612740,NOP,1610612766,CHA,2023-24,43,36,2024-01-17,79,31.6,21.0,28.6,23.5,22.2,23.8,98.4,103.6,27.6,19.0,26.9,22.0,0.6277,0.6508,0.5402,0.4848,0.4445,0.3573
3718,22300571,1610612759,SAS,1610612738,BOS,2023-24,25,30,2024-01-17,55,27.3,19.0,30.8,25.5,23.5,24.6,104.6,103.8,27.0,16.5,24.3,15.5,0.5156000000000001,0.4577,0.4505999999999999,0.4833999999999999,0.3573,0.4445
3721,22300572,1610612739,CLE,1610612749,MIL,2023-24,32,22,2024-01-17,54,32.0,26.5,24.4,17.0,24.6,23.5,99.0,99.8,30.3,18.5,26.6,22.0,0.5759000000000001,0.6115999999999999,0.4891,0.4338,0.37350000000000005,0.35740000000000005
3709,22300577,1610612742,DAL,1610612747,LAL,2023-24,26,32,2024-01-17,58,30.8,21.0,31.1,20.5,22.5,23.0,96.8,102.0,28.1,21.0,28.7,19.5,0.5664,0.5578,0.4921,0.4571,0.35740000000000005,0.37350000000000005
3713,22300570,1610612753,ORL,1610612737,ATL,2023-24,26,26,2024-01-17,52,25.1,18.5,28.6,18.5,21.8,22.0,96.6,105.4,29.8,23.5,26.8,18.5,0.5045999999999999,0.5072,0.4338,0.4891,0.3437,0.4727
3720,22300572,1610612749,MIL,1610612739,CLE,2023-24,22,32,2024-01-17,54,31.1,20.5,30.8,21.0,23.0,22.5,102.0,100.8,31.1,23.5,33.1,24.5,0.6115999999999999,0.5759000000000001,0.5054,0.4556,0.4727,0.3437
3723,22300574,1610612761,TOR,1610612748,MIA,2023-24,41,18,2024-01-17,59,28.1,22.0,28.0,19.0,22.6,21.3,99.8,99.0,29.8,26.5,28.7,20.0,0.5578,0.5664,0.4833999999999999,0.4505999999999999,0.4255,0.3682
3707,22300575,1610612766,CHA,1610612740,NOP,2023-24,36,43,2024-01-17,79,24.4,17.0,32.0,26.5,23.5,22.2,100.2,98.2,26.9,22.0,27.6,19.0,0.4825,0.5513,0.4148,0.5561,0.3682,0.4255
3719,22300571,1610612738,BOS,1610612759,SAS,2023-24,30,25,2024-01-17,55,30.6,26.0,26.4,17.0,23.5,24.3,102.4,97.2,26.2,16.0,24.2,17.0,0.6059,0.5235,0.497,0.4291,0.4157,0.36239999999999994
3717,22300578,1610612757,POR,1610612751,BKN,2023-24,24,23,2024-01-17,47,24.3,14.5,29.6,20.5,22.5,23.6,103.8,104.6,33.1,24.5,31.1,23.5,0.4577,0.5156000000000001,0.3929,0.4509999999999999,0.36239999999999994,0.4157
3716,22300578,1610612751,BKN,1610612757,POR,2023-24,23,24,2024-01-17,47,26.4,17.0,30.6,26.0,22.0,21.8,97.2,102.4,26.8,18.5,29.8,23.5,0.5072,0.5045999999999999,0.4509999999999999,0.3929,0.30210000000000004,0.3522
3715,22300573,1610612745,HOU,1610612752,NYK,2023-24,25,23,2024-01-17,48,26.6,21.0,29.1,19.5,22.2,23.5,100.8,102.0,28.7,20.0,29.8,26.5,0.5285,0.5482,0.4556,0.5054,0.3522,0.30210000000000004
3696,22300582,1610612750,MIN,1610612763,MEM,2023-24,30,30,2024-01-18,60,31.0,25.5,28.0,23.0,20.9,23.4,96.4,103.0,25.7,15.5,28.9,22.5,0.6337,0.5979,0.5526,0.5041,0.4492000000000001,0.3736
3700,22300583,1610612758,SAC,1610612754,IND,2023-24,31,34,2024-01-18,65,29.8,21.0,30.2,24.0,23.3,22.5,101.6,99.0,30.7,26.0,28.2,23.5,0.5792999999999999,0.5986999999999999,0.5004000000000001,0.5126,0.3736,0.4492000000000001
3705,22300580,1610612761,TOR,1610612741,CHI,2023-24,27,38,2024-01-18,65,30.2,24.0,29.8,21.0,21.9,22.6,99.0,101.6,28.1,21.5,31.5,22.5,0.5979,0.6337,0.5126,0.5004000000000001,0.4788,0.35229999999999995
3704,22300580,1610612741,CHI,1610612761,TOR,2023-24,38,27,2024-01-18,65,25.5,19.5,26.3,21.5,22.5,23.3,100.0,98.8,29.0,19.5,28.9,22.5,0.5346,0.5288999999999999,0.4636,0.449,0.35229999999999995,0.4788
3697,22300582,1610612763,MEM,1610612750,MIN,2023-24,30,30,2024-01-18,60,26.3,21.5,25.5,19.5,23.4,20.9,102.8,102.2,28.9,22.5,29.0,19.5,0.4945,0.5646,0.4225,0.5025000000000001,0.33540000000000003,0.4091
3698,22300581,1610612762,UTA,1610612760,OKC,2023-24,27,39,2024-01-18,66,30.5,20.5,25.9,20.0,23.3,23.0,102.2,102.8,28.2,23.5,30.7,26.0,0.5986999999999999,0.5792999999999999,0.5041,0.5526,0.4091,0.33540000000000003
3703,22300579,1610612764,WAS,1610612752,NYK,2023-24,22,22,2024-01-18,44,25.9,20.0,30.5,20.5,22.6,21.9,101.8,98.2,30.1,24.0,27.9,20.5,0.5221,0.6013,0.449,0.4636,0.3276,0.4088
3702,22300579,1610612752,NYK,1610612764,WAS,2023-24,22,22,2024-01-18,44,28.0,23.0,31.0,25.5,23.0,23.3,98.2,101.8,27.9,20.5,30.1,24.0,0.5288999999999999,0.5346,0.4298999999999999,0.5337000000000001,0.4088,0.3276
3699,22300581,1610612760,OKC,1610612762,UTA,2023-24,39,27,2024-01-18,66,29.0,22.0,28.9,20.0,22.5,22.3,98.8,100.0,31.5,22.5,28.1,21.5,0.5646,0.4945,0.5025000000000001,0.4225,0.3332,0.4391999999999999
3701,22300583,1610612754,IND,1610612758,SAC,2023-24,34,31,2024-01-18,65,28.9,20.0,29.0,22.0,22.3,22.5,103.0,96.4,28.9,22.5,25.7,15.5,0.6013,0.5221,0.5337000000000001,0.4298999999999999,0.4391999999999999,0.3332
3688,22300591,1610612747,LAL,1610612751,BKN,2023-24,37,28,2024-01-19,65,29.0,18.5,30.3,20.0,23.0,23.5,103.8,101.4,29.2,24.0,29.5,23.5,0.5601,0.492,0.5057,0.4498999999999999,0.34659999999999996,0.4418
3686,22300586,1610612743,DEN,1610612738,BOS,2023-24,31,32,2024-01-19,63,31.3,24.0,26.2,17.0,23.8,23.1,97.6,101.0,29.2,21.5,28.6,19.5,0.6142000000000001,0.5237999999999999,0.5385000000000001,0.4119,0.4418,0.34659999999999996
3687,22300586,1610612738,BOS,1610612743,DEN,2023-24,32,31,2024-01-19,63,30.1,26.0,30.5,24.5,23.1,23.8,101.8,97.6,26.7,16.0,27.4,18.5,0.5976,0.4998,0.4928,0.4239,0.4074,0.40380000000000005
3683,22300584,1610612766,CHA,1610612759,SAS,2023-24,34,32,2024-01-19,66,25.3,17.0,32.0,21.0,23.2,23.2,99.4,105.0,28.6,22.0,25.8,17.0,0.492,0.5601,0.4147999999999999,0.5134000000000001,0.40380000000000005,0.4074
3682,22300584,1610612759,SAS,1610612766,CHA,2023-24,32,34,2024-01-19,66,26.0,19.0,25.3,18.5,23.2,23.2,103.0,96.4,28.6,19.5,29.2,21.5,0.4854,0.5095999999999999,0.4239,0.4928,0.34459999999999996,0.3287
3685,22300585,1610612755,PHI,1610612753,ORL,2023-24,32,34,2024-01-19,66,29.9,21.5,27.6,17.0,23.8,22.1,101.0,97.6,27.4,18.5,26.7,16.0,0.5237999999999999,0.6142000000000001,0.4591,0.4254,0.3287,0.34459999999999996
3690,22300590,1610612757,POR,1610612754,IND,2023-24,34,31,2024-01-19,65,25.3,18.5,26.0,19.0,22.1,22.8,101.6,100.2,31.6,21.5,26.1,18.5,0.4764,0.6407,0.4119,0.5385000000000001,0.3691,0.4178
3691,22300590,1610612754,IND,1610612757,POR,2023-24,31,34,2024-01-19,65,29.1,20.0,25.1,18.5,22.8,22.1,101.4,103.8,29.3,22.5,28.5,19.5,0.5971,0.5099,0.5387000000000001,0.4570999999999999,0.4178,0.3691
3695,22300587,1610612737,ATL,1610612748,MIA,2023-24,32,24,2024-01-19,56,30.5,24.5,30.1,26.0,24.4,22.3,105.0,99.4,28.5,19.5,29.3,22.5,0.5099,0.5971,0.4498999999999999,0.5057,0.3237,0.33609999999999995
3694,22300587,1610612748,MIA,1610612737,ATL,2023-24,24,32,2024-01-19,56,27.6,17.0,29.9,21.5,22.8,21.5,97.8,95.4,25.8,17.0,28.6,22.0,0.5237999999999999,0.5987,0.4570999999999999,0.5387000000000001,0.33609999999999995,0.3237
3692,22300588,1610612756,PHX,1610612740,NOP,2023-24,41,28,2024-01-19,69,30.3,20.0,29.0,18.5,23.5,23.0,100.2,101.6,30.4,24.5,27.5,19.0,0.5987,0.5237999999999999,0.5134000000000001,0.4147999999999999,0.43789999999999996,0.2718
3689,22300591,1610612751,BKN,1610612747,LAL,2023-24,28,37,2024-01-19,65,26.2,17.0,31.3,24.0,21.5,22.8,95.4,97.8,26.1,18.5,31.6,21.5,0.5095999999999999,0.4854,0.4489000000000001,0.5401999999999999,0.2718,0.43789999999999996
3693,22300588,1610612740,NOP,1610612756,PHX,2023-24,28,41,2024-01-19,69,32.0,21.0,25.3,17.0,22.1,23.8,97.6,101.8,27.5,19.0,30.4,24.5,0.6407,0.4764,0.5401999999999999,0.4489000000000001,0.46950000000000003,0.35430000000000006
3684,22300585,1610612753,ORL,1610612755,PHI,2023-24,34,32,2024-01-19,66,25.1,18.5,29.1,20.0,22.3,24.4,96.4,103.0,29.5,23.5,29.2,24.0,0.4998,0.5976,0.4254,0.4591,0.35430000000000006,0.46950000000000003
3681,22300593,1610612766,CHA,1610612755,PHI,2023-24,24,24,2024-01-20,48,25.6,17.0,30.5,20.5,23.4,23.1,99.6,101.2,29.0,22.0,31.2,23.5,0.4886999999999999,0.5087999999999999,0.4181,0.4295999999999999,0.3942,0.4074
3668,22300598,1610612762,UTA,1610612745,HOU,2023-24,24,31,2024-01-20,55,30.5,20.5,25.6,17.0,23.3,20.7,103.4,100.0,29.3,23.5,28.6,20.0,0.5829,0.5025,0.4939999999999999,0.4452,0.4074,0.3942
3669,22300598,1610612745,HOU,1610612762,UTA,2023-24,31,24,2024-01-20,55,25.9,21.0,25.6,20.0,21.9,23.4,100.6,97.4,28.4,20.0,25.6,15.5,0.5206,0.5244,0.4512,0.4369999999999999,0.33440000000000003,0.2912
3679,22300594,1610612764,WAS,1610612759,SAS,2023-24,36,37,2024-01-20,73,25.6,20.0,25.9,21.0,22.6,22.6,102.4,102.0,29.2,22.5,30.6,22.5,0.5087999999999999,0.4886999999999999,0.4452,0.4939999999999999,0.2912,0.33440000000000003
3675,22300599,1610612750,MIN,1610612760,OKC,2023-24,24,30,2024-01-20,54,31.1,25.5,30.1,20.0,20.7,23.3,95.6,105.0,25.6,15.5,28.4,20.0,0.6401,0.5682,0.5595,0.4601,0.45919999999999994,0.46529999999999994
3673,22300592,1610612749,MIL,1610612765,DET,2023-24,34,38,2024-01-20,72,30.1,20.0,31.1,25.5,23.2,22.5,103.4,99.4,31.2,23.5,29.0,22.0,0.5909,0.5625,0.4932,0.4911,0.46529999999999994,0.45919999999999994
3667,22300595,1610612739,CLE,1610612737,ATL,2023-24,25,20,2024-01-20,45,32.4,26.5,27.5,22.5,24.7,22.6,100.2,99.0,28.9,18.5,29.4,23.0,0.5683,0.5443,0.4911,0.4932,0.3559,0.3684
3678,22300594,1610612759,SAS,1610612764,WAS,2023-24,37,36,2024-01-20,73,26.3,19.0,29.6,22.0,22.6,25.3,102.0,102.4,29.1,19.5,28.0,19.5,0.5028,0.6023000000000001,0.4369999999999999,0.4512,0.3684,0.3559
3674,22300599,1610612760,OKC,1610612750,MIN,2023-24,30,24,2024-01-20,54,29.6,22.0,26.3,19.0,22.6,24.7,100.0,103.4,30.6,22.5,29.2,22.5,0.5625,0.5909,0.5002000000000001,0.5213,0.3026,0.43879999999999997
3670,22300596,1610612761,TOR,1610612752,NYK,2023-24,31,31,2024-01-20,62,30.5,24.5,26.2,19.5,22.5,23.2,99.0,100.2,29.4,23.0,28.9,18.5,0.6023000000000001,0.5028,0.5213,0.5002000000000001,0.43879999999999997,0.3026
3676,22300597,1610612741,CHI,1610612763,MEM,2023-24,21,17,2024-01-20,38,26.2,19.5,30.5,24.5,22.6,22.6,99.4,103.4,28.0,19.5,29.1,19.5,0.5443,0.5683,0.4728,0.4300999999999999,0.35229999999999995,0.33540000000000003
3677,22300597,1610612763,MEM,1610612741,CHI,2023-24,17,21,2024-01-20,38,26.8,21.5,30.5,21.5,23.4,21.9,102.8,101.6,28.6,22.5,27.8,22.0,0.5025,0.5829,0.4295999999999999,0.4181,0.33540000000000003,0.35229999999999995
3680,22300593,1610612755,PHI,1610612766,CHA,2023-24,24,24,2024-01-20,48,30.5,21.5,26.8,21.5,23.8,24.8,101.2,99.6,28.3,18.5,26.9,20.5,0.5258,0.5090000000000001,0.4601,0.5595,0.3287,0.40570000000000006
3672,22300592,1610612765,DET,1610612749,MIL,2023-24,38,34,2024-01-20,72,30.1,19.5,30.1,24.5,24.8,23.8,101.6,102.8,27.8,22.0,28.6,22.5,0.5682,0.6401,0.4994999999999999,0.4505,0.40570000000000006,0.3287
3671,22300596,1610612752,NYK,1610612761,TOR,2023-24,31,31,2024-01-20,62,27.5,22.5,32.4,26.5,23.1,23.4,97.4,100.6,26.9,20.5,28.3,18.5,0.5244,0.5206,0.4300999999999999,0.4728,0.38710000000000006,0.31920000000000004
3666,22300595,1610612737,ATL,1610612739,CLE,2023-24,20,25,2024-01-20,45,30.1,24.5,30.1,19.5,25.3,22.6,105.0,95.6,28.6,20.0,29.3,23.5,0.5090000000000001,0.5258,0.4505,0.4994999999999999,0.31920000000000004,0.38710000000000006
3657,22300602,1610612743,DEN,1610612764,WAS,2023-24,33,24,2024-01-21,57,31.1,24.0,26.1,18.5,23.0,21.9,96.4,100.8,29.7,21.5,26.3,17.0,0.6071000000000001,0.5143,0.5359,0.5191,0.426,0.29450000000000004
3656,22300602,1610612764,WAS,1610612743,DEN,2023-24,24,33,2024-01-21,57,26.7,20.0,25.9,21.0,22.9,22.6,105.0,98.0,30.4,22.5,29.5,22.5,0.5143,0.6071000000000001,0.4511,0.4490999999999999,0.29450000000000004,0.426
3655,22300600,1610612751,BKN,1610612746,LAC,2023-24,27,24,2024-01-21,51,25.9,17.0,27.2,17.0,21.9,22.7,95.6,100.2,26.6,18.5,31.8,21.5,0.5196,0.6020000000000001,0.4490999999999999,0.4511,0.2968,0.44610000000000005
3658,22300604,1610612754,IND,1610612756,PHX,2023-24,25,33,2024-01-21,58,29.7,20.0,30.8,20.0,23.1,22.5,101.8,95.4,29.5,22.5,30.4,22.5,0.6155999999999999,0.5825,0.5445,0.4251999999999999,0.44610000000000005,0.2968
3661,22300605,1610612747,LAL,1610612757,POR,2023-24,36,31,2024-01-21,67,29.6,18.5,30.3,26.0,23.1,22.6,103.4,97.0,29.1,24.0,30.2,24.5,0.5825,0.6155999999999999,0.519,0.4423,0.368,0.3319
3664,22300603,1610612745,HOU,1610612738,BOS,2023-24,25,35,2024-01-21,60,25.9,21.0,26.7,20.0,21.9,23.0,100.2,95.6,27.9,20.0,27.0,19.5,0.508,0.573,0.4423,0.519,0.3319,0.368
3662,22300601,1610612753,ORL,1610612748,MIA,2023-24,22,19,2024-01-21,41,26.1,18.5,31.1,24.0,22.6,22.9,97.0,103.4,29.0,23.5,27.6,16.0,0.523,0.6057,0.4415,0.4937999999999999,0.41430000000000006,0.3228
3663,22300601,1610612748,MIA,1610612753,ORL,2023-24,19,22,2024-01-21,41,27.2,17.0,25.9,17.0,22.7,21.9,98.0,105.0,26.3,17.0,29.7,21.5,0.504,0.49,0.4415,0.4953999999999999,0.3228,0.41430000000000006
3654,22300600,1610612746,LAC,1610612751,BKN,2023-24,24,27,2024-01-21,51,28.0,21.0,25.8,18.5,20.8,23.2,95.4,101.8,27.0,19.5,27.9,20.0,0.573,0.508,0.4937999999999999,0.4415,0.3864,0.421
3665,22300603,1610612738,BOS,1610612745,HOU,2023-24,35,25,2024-01-21,60,30.3,26.0,29.6,18.5,22.5,23.1,100.0,100.8,27.6,16.0,29.0,23.5,0.6057,0.523,0.4953999999999999,0.4415,0.421,0.3864
3660,22300605,1610612757,POR,1610612747,LAL,2023-24,31,36,2024-01-21,67,25.8,18.5,28.0,21.0,22.6,23.1,100.8,100.0,31.8,21.5,26.6,18.5,0.49,0.504,0.4251999999999999,0.5445,0.3858,0.44350000000000006
3659,22300604,1610612756,PHX,1610612754,IND,2023-24,33,25,2024-01-21,58,30.8,20.0,29.7,20.0,23.2,20.8,100.8,96.4,30.2,24.5,29.1,24.0,0.6020000000000001,0.5196,0.5191,0.5359,0.44350000000000006,0.3858
3642,22300607,1610612753,ORL,1610612739,CLE,2023-24,19,38,2024-01-22,57,25.5,18.5,30.3,20.5,23.0,23.5,95.8,98.6,27.9,21.0,31.2,26.0,0.5274,0.5834999999999999,0.4502,0.4617,0.40360000000000007,0.3128
3645,22300613,1610612737,ATL,1610612758,SAC,2023-24,24,27,2024-01-22,51,29.3,22.0,25.6,18.5,24.9,22.6,104.2,101.6,28.1,20.0,27.0,16.0,0.5028,0.5619000000000001,0.4442,0.4844,0.3128,0.40360000000000007
3641,22300611,1610612738,BOS,1610612742,DAL,2023-24,24,26,2024-01-22,50,30.9,26.0,30.8,21.0,22.5,23.0,101.6,104.2,27.0,16.0,28.1,20.0,0.5974999999999999,0.5473,0.4921999999999999,0.5057,0.4203,0.44209999999999994
3639,22300610,1610612750,MIN,1610612766,CHA,2023-24,34,32,2024-01-22,66,30.3,24.0,29.5,21.0,21.3,23.3,96.6,100.6,26.3,15.5,28.0,19.5,0.6214999999999999,0.5253,0.5416000000000001,0.52,0.44209999999999994,0.4203
3643,22300607,1610612739,CLE,1610612753,ORL,2023-24,38,19,2024-01-22,57,31.7,25.5,30.4,20.0,24.8,22.5,101.2,103.0,27.9,18.0,27.5,18.5,0.5619000000000001,0.5028,0.49,0.4593,0.3446,0.3287
3653,22300608,1610612755,PHI,1610612759,SAS,2023-24,34,35,2024-01-22,69,30.3,20.5,25.5,18.5,23.5,23.0,100.6,104.4,27.5,18.5,27.9,18.0,0.5253,0.6214999999999999,0.4593,0.49,0.3287,0.3446
3651,22300609,1610612763,MEM,1610612761,TOR,2023-24,30,25,2024-01-22,55,25.6,18.5,29.3,22.0,23.3,21.3,102.2,99.2,27.3,21.5,27.8,22.0,0.4795000000000001,0.5748,0.4118,0.4678,0.30829999999999996,0.3581
3648,22300612,1610612741,CHI,1610612756,PHX,2023-24,37,22,2024-01-22,59,26.2,19.5,27.8,19.5,22.5,24.8,98.6,95.8,28.0,19.5,26.3,15.5,0.5468,0.6033000000000001,0.4678,0.4118,0.3581,0.30829999999999996
3640,22300611,1610612742,DAL,1610612738,BOS,2023-24,26,24,2024-01-22,50,30.8,21.0,30.9,26.0,23.0,22.5,99.0,98.6,27.6,21.0,29.3,23.0,0.5473,0.5974999999999999,0.4844,0.4442,0.3189,0.4798
3647,22300606,1610612749,MIL,1610612765,DET,2023-24,30,30,2024-01-22,60,30.4,20.0,31.7,25.5,22.6,24.9,104.4,100.6,31.3,23.5,30.3,25.0,0.5922,0.4739999999999999,0.4981000000000001,0.5233,0.4798,0.3189
3650,22300609,1610612761,TOR,1610612763,MEM,2023-24,25,30,2024-01-22,55,29.5,24.5,25.0,17.0,22.2,23.4,98.6,99.0,29.3,23.0,27.6,21.0,0.5748,0.4795000000000001,0.5057,0.4921999999999999,0.39380000000000004,0.42210000000000003
