GAME_ID,TEAM_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ID,OPPONENT_TEAM_ABBREVIATION,Total_First_Quarter_Points,GAME_DATE,MATCHUP,MONTH,Home_Away,Recent_Trend_Team,Recent_Trend_Opponent,Head_to_Head_Q1,SEASON,Season_Avg_Pace_Team,Season_Avg_Pace_Opponent,Average_Season_Avg_Pace,Season_Avg_FG_PCT_Team,Season_Avg_FG_PCT_Opponent,PTS,OPP_PTS,Off_Rating,PPG_Team,PPG_Opponent,Off_Rating_Avg,Opp_Off_Rating_Avg
22300461,1610612751,BKN,1610612740,NOP,50,2024-01-02,BKN @ NOP,1,Away,"[36, 25, 31, 25, 32]","[42, 39, 19, 24, 36]",51.66666666666666,2023-24,97.56,98.7,98.13,0.4618235294117647,0.4836764705882353,85.0,112.0,91.4,115.60606060606061,116.36363636363636,116.51515151515152,115.48787878787878
22300462,1610612738,BOS,1610612760,OKC,60,2024-01-02,BOS @ OKC,1,Away,"[30, 35, 27, 32, 28]","[33, 33, 38, 40, 39]",64.33333333333333,2023-24,97.98,100.85,99.41499999999999,0.4823030303030303,0.50103125,123.0,127.0,124.2,120.75,110.25,121.009375,118.9483870967742
22300462,1610612760,OKC,1610612738,BOS,60,2024-01-02,OKC vs. BOS,1,Home,"[33, 33, 38, 40, 39]","[30, 35, 27, 32, 28]",64.33333333333333,2023-24,100.85,97.98,99.41499999999999,0.50103125,0.4823030303030303,127.0,123.0,127.0,121.29032258064517,112.74193548387096,118.9483870967742,121.009375
22300463,1610612744,GSW,1610612753,ORL,58,2024-01-02,GSW vs. ORL,1,Home,"[26, 25, 26, 23, 28]","[24, 26, 25, 33, 36]",53.0,2023-24,99.91,97.37,98.64,0.4624848484848485,0.4728181818181818,121.0,115.0,122.2,116.8125,116.34375,115.59375,112.83125
22300463,1610612753,ORL,1610612744,GSW,58,2024-01-02,ORL @ GSW,1,Away,"[24, 26, 25, 33, 36]","[26, 25, 26, 23, 28]",53.0,2023-24,97.37,99.91,98.64,0.4728181818181818,0.4624848484848485,115.0,121.0,117.3,112.84375,110.65625,112.83125,115.59375
22300464,1610612758,SAC,1610612766,CHA,46,2024-01-02,SAC vs. CHA,1,Home,"[34, 23, 33, 20, 35]","[18, 30, 31, 27, 27]",66.66666666666667,2023-24,99.46,97.81,98.63499999999999,0.47334375,0.467875,104.0,111.0,103.0,117.54838709677419,116.7741935483871,116.2741935483871,110.44193548387096
22300464,1610612766,CHA,1610612758,SAC,46,2024-01-02,CHA @ SAC,1,Away,"[18, 30, 31, 27, 27]","[34, 23, 33, 20, 35]",66.66666666666667,2023-24,97.81,99.46,98.63499999999999,0.467875,0.47334375,111.0,104.0,109.9,110.0,121.09677419354838,110.44193548387096,116.2741935483871
22300465,1610612764,WAS,1610612739,CLE,65,2024-01-03,WAS @ CLE,1,Away,"[30, 25, 25, 33, 25]","[32, 37, 27, 32, 28]",59.333333333333336,2023-24,103.07,97.62,100.345,0.48163636363636364,0.4750588235294118,101.0,140.0,105.2,116.6875,126.15625,112.196875,113.2
22300465,1610612739,CLE,1610612764,WAS,65,2024-01-03,CLE vs. WAS,1,Home,"[32, 37, 27, 32, 28]","[30, 25, 25, 33, 25]",59.333333333333336,2023-24,97.62,103.07,100.345,0.4750588235294118,0.48163636363636364,140.0,101.0,144.3,112.3030303030303,112.39393939393939,113.2,112.196875
22300466,1610612754,IND,1610612749,MIL,64,2024-01-03,IND vs. MIL,1,Home,"[25, 32, 37, 33, 27]","[32, 31, 32, 27, 36]",60.66666666666666,2023-24,102.16,100.51,101.33500000000001,0.5096969696969698,0.5000294117647059,142.0,130.0,132.7,126.4375,124.4375,122.246875,120.70606060606062
22300466,1610612749,MIL,1610612754,IND,64,2024-01-03,MIL @ IND,1,Away,"[32, 31, 32, 27, 36]","[25, 32, 37, 33, 27]",60.66666666666666,2023-24,100.51,102.16,101.33500000000001,0.5000294117647059,0.5096969696969698,130.0,142.0,122.6,124.60606060606061,119.03030303030303,120.70606060606062,122.246875
22300467,1610612760,OKC,1610612737,ATL,64,2024-01-03,OKC @ ATL,1,Away,"[31, 33, 33, 38, 40]","[28, 36, 17, 32, 26]",65.0,2023-24,100.85,100.84,100.845,0.5024848484848485,0.47306060606060607,138.0,141.0,129.0,121.46875,113.0625,119.2,119.053125
22300467,1610612737,ATL,1610612760,OKC,64,2024-01-03,ATL vs. OKC,1,Home,"[28, 36, 17, 32, 26]","[31, 33, 33, 38, 40]",65.0,2023-24,100.84,100.85,100.845,0.47306060606060607,0.5024848484848485,141.0,138.0,131.8,122.1875,122.6875,119.053125,119.2
22300468,1610612752,NYK,1610612741,CHI,50,2024-01-03,NYK vs. CHI,1,Home,"[23, 27, 29, 25, 36]","[18, 21, 31, 28, 30]",56.333333333333336,2023-24,95.96,96.94,96.44999999999999,0.46691176470588236,0.45297222222222217,116.0,100.0,120.8,115.24242424242425,113.66666666666667,117.34848484848484,111.84285714285714
22300468,1610612741,CHI,1610612752,NYK,50,2024-01-03,CHI @ NYK,1,Away,"[18, 21, 31, 28, 30]","[23, 27, 29, 25, 36]",56.333333333333336,2023-24,96.94,95.96,96.44999999999999,0.45297222222222217,0.46691176470588236,100.0,116.0,105.3,109.51428571428572,111.97142857142858,111.84285714285714,117.34848484848484
22300469,1610612751,BKN,1610612745,HOU,48,2024-01-03,BKN @ HOU,1,Away,"[18, 36, 25, 31, 25]","[31, 32, 24, 33, 26]",56.333333333333336,2023-24,97.56,99.59,98.575,0.45968571428571425,0.46703125,101.0,112.0,101.0,114.70588235294117,116.23529411764706,115.7764705882353,114.2258064516129
22300469,1610612745,HOU,1610612751,BKN,48,2024-01-03,HOU vs. BKN,1,Home,"[31, 32, 24, 33, 26]","[18, 36, 25, 31, 25]",56.333333333333336,2023-24,99.59,97.56,98.575,0.46703125,0.45968571428571425,112.0,101.0,113.1,113.06451612903226,109.83870967741936,114.2258064516129,115.7764705882353
22300470,1610612761,TOR,1610612763,MEM,59,2024-01-03,TOR @ MEM,1,Away,"[41, 24, 20, 31, 34]","[20, 29, 25, 27, 24]",51.333333333333336,2023-24,99.91,98.68,99.295,0.4765294117647059,0.43711764705882356,116.0,111.0,113.7,113.96969696969697,115.18181818181819,114.24848484848485,106.72727272727273
22300470,1610612763,MEM,1610612761,TOR,59,2024-01-03,MEM vs. TOR,1,Home,"[20, 29, 25, 27, 24]","[41, 24, 20, 31, 34]",51.333333333333336,2023-24,98.68,99.91,99.295,0.43711764705882356,0.4765294117647059,111.0,116.0,106.7,106.72727272727273,113.36363636363636,106.72727272727273,114.24848484848485
22300471,1610612740,NOP,1610612750,MIN,51,2024-01-03,NOP @ MIN,1,Away,"[32, 42, 39, 19, 24]","[32, 29, 37, 35, 28]",57.333333333333336,2023-24,98.7,97.79,98.245,0.4857428571428572,0.4856969696969697,117.0,106.0,125.8,115.8529411764706,112.1470588235294,115.59411764705882,113.703125
22300471,1610612750,MIN,1610612740,NOP,51,2024-01-03,MIN vs. NOP,1,Home,"[32, 29, 37, 35, 28]","[32, 42, 39, 19, 24]",57.333333333333336,2023-24,97.79,98.7,98.245,0.4856969696969697,0.4857428571428572,106.0,117.0,114.0,113.03125,107.53125,113.703125,115.59411764705882
22300472,1610612757,POR,1610612742,DAL,60,2024-01-03,POR @ DAL,1,Away,"[29, 29, 14, 32, 30]","[26, 34, 26, 39, 36]",66.0,2023-24,97.88,100.6,99.24,0.4380909090909091,0.4704571428571429,97.0,126.0,93.3,108.75,115.0,109.009375,116.98235294117647
22300472,1610612742,DAL,1610612757,POR,60,2024-01-03,DAL vs. POR,1,Home,"[26, 34, 26, 39, 36]","[29, 29, 14, 32, 30]",66.0,2023-24,100.6,97.88,99.24,0.4704571428571429,0.4380909090909091,126.0,97.0,121.2,118.29411764705883,118.02941176470588,116.98235294117647,109.009375
22300473,1610612756,PHX,1610612746,LAC,55,2024-01-03,PHX vs. LAC,1,Home,"[20, 37, 36, 30, 24]","[23, 33, 26, 21, 29]",48.333333333333336,2023-24,99.0,97.93,98.465,0.4814411764705882,0.49048484848484847,122.0,131.0,129.8,115.24242424242425,113.57575757575758,116.48484848484848,117.63125
22300473,1610612746,LAC,1610612756,PHX,55,2024-01-03,LAC @ PHX,1,Away,"[23, 33, 26, 21, 29]","[20, 37, 36, 30, 24]",48.333333333333336,2023-24,97.93,99.0,98.465,0.49048484848484847,0.4814411764705882,131.0,122.0,139.4,116.71875,111.90625,117.63125,116.48484848484848
22300474,1610612762,UTA,1610612765,DET,59,2024-01-03,UTA vs. DET,1,Home,"[37, 27, 37, 27, 31]","[29, 25, 30, 31, 21]",58.66666666666666,2023-24,100.26,100.45,100.355,0.46051428571428565,0.4692941176470588,154.0,148.0,137.5,113.79411764705883,117.94117647058823,112.43823529411765,108.53333333333333
22300474,1610612765,DET,1610612762,UTA,59,2024-01-03,DET @ UTA,1,Away,"[29, 25, 30, 31, 21]","[37, 27, 37, 27, 31]",58.66666666666666,2023-24,100.45,100.26,100.355,0.4692941176470588,0.46051428571428565,148.0,154.0,131.0,110.36363636363636,121.66666666666667,108.53333333333333,112.43823529411765
22300475,1610612748,MIA,1610612747,LAL,43,2024-01-03,MIA @ LAL,1,Away,"[35, 28, 22, 26, 33]","[33, 31, 28, 23, 36]",59.66666666666666,2023-24,96.88,101.38,99.13,0.47000000000000003,0.48400000000000004,110.0,96.0,107.8,113.0,112.0,115.25454545454545,112.41470588235293
22300475,1610612747,LAL,1610612748,MIA,43,2024-01-03,LAL vs. MIA,1,Home,"[33, 31, 28, 23, 36]","[35, 28, 22, 26, 33]",59.66666666666666,2023-24,101.38,96.88,99.13,0.48400000000000004,0.47000000000000003,96.0,110.0,93.2,114.23529411764706,114.73529411764706,112.41470588235293,115.25454545454545
22300476,1610612753,ORL,1610612758,SAC,57,2024-01-03,ORL @ SAC,1,Away,"[28, 24, 26, 25, 33]","[21, 34, 23, 33, 20]",66.33333333333333,2023-24,97.37,99.46,98.41499999999999,0.4732941176470588,0.4737272727272728,135.0,138.0,116.4,112.9090909090909,110.96969696969697,112.96666666666667,115.859375
22300476,1610612758,SAC,1610612753,ORL,57,2024-01-03,SAC vs. ORL,1,Home,"[21, 34, 23, 33, 20]","[28, 24, 26, 25, 33]",66.33333333333333,2023-24,99.46,97.37,98.41499999999999,0.4737272727272728,0.4732941176470588,138.0,135.0,116.9,117.125,116.59375,115.859375,112.96666666666667
22300477,1610612749,MIL,1610612759,SAS,69,2024-01-04,MIL @ SAS,1,Away,"[31, 32, 31, 32, 27]","[23, 22, 29, 38, 32]",63.0,2023-24,100.51,101.8,101.155,0.5009714285714285,0.455,125.0,121.0,120.2,124.76470588235294,119.70588235294117,120.76176470588234,107.10303030303031
22300477,1610612759,SAS,1610612749,MIL,69,2024-01-04,SAS vs. MIL,1,Home,"[23, 22, 29, 38, 32]","[31, 32, 31, 32, 27]",63.0,2023-24,101.8,100.51,101.155,0.455,0.5009714285714285,121.0,125.0,116.3,110.93939393939394,122.81818181818181,107.10303030303031,120.76176470588234
22300478,1610612743,DEN,1610612744,GSW,67,2024-01-04,DEN @ GSW,1,Away,"[24, 27, 33, 29, 25]","[30, 26, 25, 26, 23]",54.66666666666666,2023-24,97.43,99.91,98.67,0.4930833333333334,0.4648823529411765,130.0,127.0,138.3,115.14285714285714,109.77142857142857,117.87142857142857,115.79393939393938
22300478,1610612744,GSW,1610612743,DEN,67,2024-01-04,GSW vs. DEN,1,Home,"[30, 26, 25, 26, 23]","[24, 27, 33, 29, 25]",54.66666666666666,2023-24,99.91,97.43,98.67,0.4648823529411765,0.4930833333333334,127.0,130.0,132.3,116.93939393939394,116.3030303030303,115.79393939393938,117.87142857142857
22300479,1610612738,BOS,1610612762,UTA,45,2024-01-05,BOS vs. UTA,1,Home,"[29, 30, 35, 27, 32]","[26, 37, 27, 37, 27]",59.0,2023-24,97.98,100.26,99.12,0.4808529411764706,0.4577777777777778,126.0,97.0,115.6,120.81818181818181,110.75757575757575,121.10606060606061,113.15428571428572
22300479,1610612762,UTA,1610612738,BOS,45,2024-01-05,UTA @ BOS,1,Away,"[26, 37, 27, 37, 27]","[29, 30, 35, 27, 32]",59.0,2023-24,100.26,97.98,99.12,0.4577777777777778,0.4808529411764706,97.0,126.0,87.4,114.94285714285714,118.8,113.15428571428572,121.10606060606061
22300480,1610612737,ATL,1610612754,IND,62,2024-01-05,ATL @ IND,1,Away,"[39, 28, 36, 17, 32]","[33, 25, 32, 37, 33]",70.33333333333333,2023-24,100.84,102.16,101.5,0.4717941176470588,0.5134705882352941,116.0,150.0,108.4,122.75757575757575,123.15151515151516,119.43939393939394,122.56363636363636
22300480,1610612754,IND,1610612737,ATL,62,2024-01-05,IND vs. ATL,1,Home,"[33, 25, 32, 37, 33]","[39, 28, 36, 17, 32]",70.33333333333333,2023-24,102.16,100.84,101.5,0.5134705882352941,0.4717941176470588,150.0,116.0,141.5,126.9090909090909,124.60606060606061,122.56363636363636,119.43939393939394
22300481,1610612760,OKC,1610612751,BKN,60,2024-01-05,OKC @ BKN,1,Away,"[25, 31, 33, 33, 38]","[22, 18, 36, 25, 31]",59.333333333333336,2023-24,100.85,97.56,99.205,0.5034705882352941,0.45944444444444443,115.0,124.0,113.9,121.96969696969697,113.9090909090909,119.4969696969697,115.35428571428572
22300481,1610612751,BKN,1610612760,OKC,60,2024-01-05,BKN vs. OKC,1,Home,"[22, 18, 36, 25, 31]","[25, 31, 33, 33, 38]",59.333333333333336,2023-24,97.56,100.85,99.205,0.45944444444444443,0.5034705882352941,124.0,115.0,124.0,114.31428571428572,116.11428571428571,115.35428571428572,119.4969696969697
22300482,1610612739,CLE,1610612764,WAS,62,2024-01-05,CLE vs. WAS,1,Home,"[34, 32, 37, 27, 32]","[31, 30, 25, 25, 33]",60.66666666666666,2023-24,97.62,103.07,100.345,0.4766857142857143,0.47973529411764704,114.0,90.0,117.5,113.11764705882354,112.05882352941177,114.11470588235295,111.98484848484848
22300482,1610612764,WAS,1610612739,CLE,62,2024-01-05,WAS @ CLE,1,Away,"[31, 30, 25, 25, 33]","[34, 32, 37, 27, 32]",60.66666666666666,2023-24,103.07,97.62,100.345,0.47973529411764704,0.4766857142857143,90.0,114.0,91.8,116.21212121212122,126.57575757575758,111.98484848484848,114.11470588235295
22300483,1610612752,NYK,1610612755,PHI,64,2024-01-05,NYK @ PHI,1,Away,"[26, 23, 27, 29, 25]","[43, 17, 26, 26, 22]",61.66666666666666,2023-24,95.96,98.17,97.065,0.4673714285714286,0.4792352941176471,128.0,92.0,128.0,115.26470588235294,113.26470588235294,117.45,120.36060606060606
22300483,1610612755,PHI,1610612752,NYK,64,2024-01-05,PHI vs. NYK,1,Home,"[43, 17, 26, 26, 22]","[26, 23, 27, 29, 25]",61.66666666666666,2023-24,98.17,95.96,97.065,0.4792352941176471,0.4673714285714286,92.0,128.0,92.0,120.66666666666667,110.51515151515152,120.36060606060606,117.45
22300484,1610612741,CHI,1610612766,CHA,45,2024-01-05,CHI vs. CHA,1,Home,"[24, 18, 21, 31, 28]","[25, 18, 30, 31, 27]",55.0,2023-24,96.94,97.81,97.375,0.4553513513513513,0.46593939393939393,104.0,91.0,111.8,109.25,112.08333333333333,111.66111111111111,110.425
22300484,1610612766,CHA,1610612741,CHI,45,2024-01-05,CHA @ CHI,1,Away,"[25, 18, 30, 31, 27]","[24, 18, 21, 31, 28]",55.0,2023-24,97.81,96.94,97.375,0.46593939393939393,0.4553513513513513,91.0,104.0,97.8,110.03125,120.5625,110.425,111.66111111111111
22300485,1610612745,HOU,1610612750,MIN,56,2024-01-05,HOU vs. MIN,1,Home,"[26, 31, 32, 24, 33]","[24, 32, 29, 37, 35]",55.333333333333336,2023-24,99.59,97.79,98.69,0.465,0.4867941176470589,95.0,122.0,95.0,113.03125,109.5625,114.190625,113.71212121212122
22300485,1610612750,MIN,1610612745,HOU,56,2024-01-05,MIN @ HOU,1,Away,"[24, 32, 29, 37, 35]","[26, 31, 32, 24, 33]",55.333333333333336,2023-24,97.79,99.59,98.69,0.4867941176470589,0.465,122.0,95.0,119.6,112.81818181818181,107.81818181818181,113.71212121212122,114.190625
22300486,1610612746,LAC,1610612740,NOP,52,2024-01-05,LAC @ NOP,1,Away,"[35, 23, 33, 26, 21]","[27, 32, 42, 39, 19]",58.0,2023-24,97.93,98.7,98.315,0.4904117647058823,0.4822222222222222,111.0,95.0,118.1,117.15151515151516,112.21212121212122,118.29090909090908,115.88571428571429
22300486,1610612740,NOP,1610612746,LAC,52,2024-01-05,NOP vs. LAC,1,Home,"[27, 32, 42, 39, 19]","[35, 23, 33, 26, 21]",58.0,2023-24,98.7,97.93,98.315,0.4822222222222222,0.4904117647058823,95.0,111.0,101.1,115.88571428571429,111.97142857142858,115.88571428571429,118.29090909090908
22300487,1610612742,DAL,1610612757,POR,64,2024-01-05,DAL vs. POR,1,Home,"[35, 26, 34, 26, 39]","[25, 29, 29, 14, 32]",64.66666666666667,2023-24,100.6,97.88,99.24,0.4735833333333333,0.43729411764705883,139.0,103.0,127.5,118.51428571428572,117.42857142857143,117.10285714285715,108.53333333333333
22300487,1610612757,POR,1610612742,DAL,64,2024-01-05,POR @ DAL,1,Away,"[25, 29, 29, 14, 32]","[35, 26, 34, 26, 39]",64.66666666666667,2023-24,97.88,100.6,99.24,0.43729411764705883,0.4735833333333333,103.0,139.0,94.5,108.39393939393939,115.33333333333333,108.53333333333333,117.10285714285715
22300488,1610612753,ORL,1610612743,DEN,65,2024-01-05,ORL @ DEN,1,Away,"[30, 28, 24, 26, 25]","[34, 24, 27, 33, 29]",55.66666666666666,2023-24,97.37,97.43,97.4,0.47405714285714284,0.4934054054054054,122.0,120.0,119.6,113.55882352941177,111.76470588235294,113.06764705882354,118.4388888888889
22300488,1610612743,DEN,1610612753,ORL,65,2024-01-05,DEN vs. ORL,1,Home,"[34, 24, 27, 33, 29]","[30, 28, 24, 26, 25]",55.66666666666666,2023-24,97.43,97.37,97.4,0.4934054054054054,0.47405714285714284,120.0,122.0,116.5,115.55555555555556,110.25,118.4388888888889,113.06764705882354
22300489,1610612748,MIA,1610612756,PHX,62,2024-01-05,MIA @ PHX,1,Away,"[25, 35, 28, 22, 26]","[20, 20, 37, 36, 30]",58.333333333333336,2023-24,96.88,99.0,97.94,0.4682857142857143,0.48214285714285715,97.0,113.0,103.2,112.91176470588235,111.52941176470588,115.03529411764706,116.87647058823529
22300489,1610612756,PHX,1610612748,MIA,62,2024-01-05,PHX vs. MIA,1,Home,"[20, 20, 37, 36, 30]","[25, 35, 28, 22, 26]",58.333333333333336,2023-24,99.0,96.88,97.94,0.48214285714285715,0.4682857142857143,113.0,97.0,118.9,115.44117647058823,114.08823529411765,116.87647058823529,115.03529411764706
22300490,1610612744,GSW,1610612765,DET,42,2024-01-05,GSW vs. DET,1,Home,"[33, 30, 26, 25, 26]","[33, 29, 25, 30, 31]",61.0,2023-24,99.91,100.45,100.18,0.46482857142857137,0.46871428571428575,113.0,109.0,114.1,117.23529411764706,116.70588235294117,116.27941176470588,109.19411764705882
22300490,1610612765,DET,1610612744,GSW,42,2024-01-05,DET @ GSW,1,Away,"[33, 29, 25, 30, 31]","[33, 30, 26, 25, 26]",61.0,2023-24,100.45,99.91,100.18,0.46871428571428575,0.46482857142857137,109.0,113.0,109.0,111.47058823529412,122.61764705882354,109.19411764705882,116.27941176470588
22300491,1610612747,LAL,1610612763,MEM,67,2024-01-05,LAL vs. MEM,1,Home,"[18, 33, 31, 28, 23]","[29, 20, 29, 25, 27]",51.66666666666666,2023-24,101.38,98.68,100.03,0.4842777777777778,0.4399714285714286,113.0,127.0,109.7,113.71428571428571,114.6,111.86571428571429,106.72647058823529
22300491,1610612763,MEM,1610612747,LAL,67,2024-01-05,MEM @ LAL,1,Away,"[29, 20, 29, 25, 27]","[18, 33, 31, 28, 23]",51.66666666666666,2023-24,98.68,101.38,100.03,0.4399714285714286,0.4842777777777778,127.0,113.0,124.5,106.8529411764706,113.44117647058823,106.72647058823529,111.86571428571429
22300492,1610612761,TOR,1610612758,SAC,63,2024-01-05,TOR @ SAC,1,Away,"[30, 41, 24, 20, 31]","[27, 21, 34, 23, 33]",51.0,2023-24,99.91,99.46,99.685,0.4783428571428572,0.4750882352941176,130.0,135.0,125.0,114.02941176470588,115.05882352941177,114.23235294117647,115.89090909090909
